asset_id,locator_type,locator,format_hint
asset_774ebdca92c348929e63,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/CIA-UAP-016-Sightings_of_Unidentified_Flying_Ojbects_in_Ladakh_Nepal_Sikkim_and_Bhutan.pdf,pdf
asset_775d16ead1ec8fa13cf9,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d49-launch-summary-february-2000.pdf,pdf
asset_78312c1c607632c645ab,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/FBI-UAP-D024_FD-302_Airborne-Lights-and-Triangle_2002_2023-2024.pdf,pdf
asset_7838ea3bee6bd8a78acb,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/FBI-UAP-D009_FD-302-67_Northeastern-Orb-Sighting_2026.pdf,pdf
asset_784dc42f885dc12e161c,url,https://www.war.gov/medialink/ufo/release_1/nasa-uap-vm5-apollo-12-1969.jpg,jpg
asset_78dc972c0c143d1ecf7a,url,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d2-apollo-17-transcript-1972.pdf,pdf
asset_7a47542be1be6d1fb352,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/CIA-UAP-004-CASE_17708_CLOSED_AND_DR_LEON_DAVIDSON.pdf,pdf
asset_7b2fec96cf493ed7933b,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/CIA-UAP-D022_Unidentified-Flying-Object-Reported-near-Puerto-Rico_1965.pdf,pdf
asset_7b30733e413497993834,dvids_video_id,1017805,media
asset_7b4e9de684848cfca5bd,dvids_video_id,1007740,media
asset_7bc9eea330e5677918f3,dvids_video_id,1014119,media
asset_7bd99ac64660258e7336,url,https://www.war.gov/medialink/ufo/release_1/331_120752_numeric_files_1944–1945_37153_german_armament_equipment_documents.pdf,pdf
asset_7be8e1bf34990b50496c,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/FBI-UAP-D025_Digital-Rendering_Airborne-Triangle_2002.jpg,jpg
asset_7c0e38a8a433ebaaa3c6,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/USG-UAP-D001_Congress-WhiteHouse-UFO-Correspondence_1998.pdf,pdf
asset_7c52c50b9b5157013c4a,dvids_video_id,1017806,media
asset_7d1b50162c29378a9cbb,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b14.pdf,pdf
asset_7d58f0cac741650a3fd1,url,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_10.pdf,pdf
asset_7e0b4624ee81788ecc5f,url,https://www.war.gov/medialink/ufo/071026/release_04/documents/DOE-UAP-D005_Pantex-Unidentified-Object-Incident-Report_2015.pdf,pdf
asset_7f82f2b52de25da1697a,dvids_video_id,1006104,media
asset_7fd3d2656cbc83a6c1b5,url,https://www.war.gov/medialink/ufo/release_1/38_143685_box7_incident_summaries_101-172.pdf,pdf
asset_811e54fbf8cff4cc1c5a,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/CIA-UAP-002_Scientific-Advisory-Panel-on-Unidentified-Flying-Objects_Report_1952-1953.pdf,pdf
asset_8156067f7ff4b98373ac,url,https://www.war.gov/medialink/ufo/052226/release_02/documents/DOE-UAP-D002_JamesTuck_Correspondence.pdf,pdf
asset_819e725592d1ba7928e0,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a8.png,png
asset_81a3947abfb387afbbff,url,https://www.war.gov/medialink/ufo/071026/release_04/documents/DOE-UAP-D004_Los-Alamos-Conference-on-Aerial-Phenomena_1949.pdf,pdf
asset_82fa4224a7d5cfd47548,dvids_video_id,1006094,media
asset_83aa439781e60e7b45a9,url,https://www.war.gov/medialink/ufo/release_1/serial-4-redacted_redacted.pdf,pdf
asset_8475e7d66176c43922cf,dvids_video_id,1014103,media
asset_852224ee097b52cf0382,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d75-mission-report-gulf-of-aden-july-2024.pdf,pdf
asset_8533936c8107767b9770,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/CIA-UAP-017_Placement_on_High_Alert_Due_to_Perceived_Aggressive_Foreign_Posturing.pdf,pdf
asset_859cda8991e45dd75189,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/CIA-UAP-008_SPECULATIVE_PAPER_BY_N_KARDASHEV_AND_A_SAKHAROV.pdf,pdf
asset_863aca11a6583675c34c,dvids_video_id,1017797,media
asset_86aefdb5f2538f9c129d,dvids_video_id,1014099,media
asset_8762d1c0548f870d39d3,dvids_video_id,1006083,media
asset_877bd0069fd2a32b7386,dvids_video_id,1007708,media
asset_878ff82834953ea7852a,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/CIA-UAP-007_Current_Status_of_Unidentified_Flying_Objects_UFO_Project.pdf,pdf
asset_87a17be77dae3d9f43ef,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/FBI-UAP-D042_Digital-Rendering-2_Multiple-Red-Lights_2026.pdf,pdf
asset_88479e3245f9bf15392d,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/DOW-UAP-D077_Unresolved-Case-Analysis-Update_Western-United-States-Event.pdf,pdf
asset_8850ee21dde8d8c030d8,dvids_video_id,1007783,media
asset_88a20bf256ccce7a1205,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d38-range-fouler-debrief-middle-east-may-2020.pdf,pdf
asset_88af6c836464e90636ad,dvids_video_id,1017798,media
asset_8aba1dc72a19b94a5c94,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/CIA-UAP-012-Combatting_Fatigue_in_Crewmembers.pdf,pdf
asset_8bb54e0aec5e91adfe61,url,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d7-skylab-technical-crew-debriefing-1973.pdf,pdf
asset_8bfd94484138d59b05e1,url,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_9.pdf,pdf
asset_8c22358135a858244ead,url,https://www.war.gov/medialink/ufo/071026/release_04/documents/DOW-UAP-D092_DAF-Committee-to-Review-Project-Bluebook_1966-1967.pdf,pdf
asset_8d0b85ce46109d06c293,url,https://www.war.gov/medialink/ufo/release_1/western_us_event_slides_5.08.2026.pdf,pdf
asset_8dfcf1050947c6d36de9,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/CIA-UAP-003-THE_CENTRAL_INTELLIGENCE_AGENCY_AND_OVERHEAD_RECONNAISSANCE-THE_U-2_AND_OXCART_PROGRAMS_1954-1974.pdf,pdf
asset_8e4cbdbd3583feba9c9f,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/FBI-UAP-D002_FD-1057_Unresolved-UAP-Report_ColoradoSprings_2022.pdf,pdf
asset_8e727ae36892cba907b9,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d63-mission-report-strait-of-hormuz-october-2020.pdf,pdf
asset_8f0194c6aa176aa9bff1,dvids_video_id,1006105,media
asset_8f354cf1d1f821f0de29,url,https://www.war.gov/medialink/ufo/release_1/dos-uap-d1-cable-1-papua-new-guinea-january-1985.pdf,pdf
asset_907982561e9075391759,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/DoW-UAP-D083_Narrative-5_Western-US-Event.pdf,pdf
asset_90a8c6493f04d6e31af1,url,https://www.war.gov/medialink/ufo/071026/release_04/documents/NASA-UAP-D031_STS-80-Unidentified-Object-Image2_1996.jpg,jpg
asset_9151e15016109463480f,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d28-mission-report-east-china-sea-2024.pdf,pdf
asset_91887620fa8361e5b21e,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/CIA-UAP-018_Report_of_Unusual_Flying_Object_Sightings_and_Attendant_Scientific_Activity.pdf,pdf
asset_92b2d78bb19ee094ab85,url,https://www.war.gov/medialink/ufo/071026/release_04/documents/DOW-UAP-D095_Joint-US-Canadian-Aviation-Projects-and-UFO-Sighting-Reports_1954-1955.pdf,pdf
asset_9317a6ea91f7425cc9ff,url,https://www.war.gov/medialink/ufo/release_1/18_6369445_general_1948_vol_1.pdf,pdf
asset_93cbdaad1d4ac853bc5f,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a3.png,png
asset_942f77cebc0a64c662f8,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/DOS-UAP-D002_Diplomatic-Cable_Brazil_November-20-1963.pdf,pdf
asset_954d1e1944bc6d17c10f,url,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_serial_403.pdf,pdf
asset_95682875b29bf1c98e04,dvids_video_id,1006089,media
asset_95fbfaa113d1acfbeb97,dvids_video_id,1006110,media
asset_96f4d5e8c8f90ee509d6,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/FBI-UAP-D030_FD-302_Large-Triangle-with-Red-Lights_2023.pdf,pdf
asset_973c1f75f55d0d39dcf7,url,https://www.war.gov/medialink/ufo/release_1/255_413270_ufo's_and_defense_what_should_we_prepare_for.pdf,pdf
asset_979639dbe92470694fce,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/FBI-UAP-D029_Digital-Rendering_Dark-Triangle-with-Lights_2011.jpg,jpg
asset_9877727cd0d1bbfe16bd,url,https://www.war.gov/medialink/ufo/release_1/dos-uap-d2-cable-2-kazakhstan-january-1994.pdf,pdf
asset_98a873861e250b9e73a2,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/FBI-UAP-D037_FD-302_Multiple-Red-Lights_2026.pdf,pdf
asset_98c15751709565152a0c,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/DOW-UAP-D087_US-AirForce_Analysis-of-Flying-Objects-in-the-US_1-100.pdf,pdf
asset_9961adf6adf1010b38d3,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d18-mission-report-iraq-december-2022.pdf,pdf
asset_99c12a9c49a91750ef6b,url,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_3.pdf,pdf
asset_9a0a2d62e9f47eb83a45,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d12-mission-report-iraq-may-2022.pdf,pdf
asset_9a29545c1f63a11e94ad,dvids_video_id,1007712,media
asset_9a3f23d9136eddf32121,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d58-range-fouler-debrief-na-october-2020.pdf,pdf
asset_9a6b5392d493743ccd3e,dvids_video_id,1007779,media
